,user_id,actual,recomendations
1243,1638,"[1024306  840361  867547  916758 1134810 1070820  996070 1126899 5569230
  857503 1138631  854852  893501 1047769  851147  825006  889509 1026209
  856788  910109 1058997  882247  866211  960732 1135460 1113141  966379
 1023720  983584  916993  862732  871188 1087102  868015 7409940 7410344
 1060408  990688 5566235 1117514 7409969  839656 8293343 1035207 1112667
 1137342  865174  863885  905087  961554]","[1024306, 840361, 867547, 916758, 1134810]"
1244,1639,"[  923746   868764  5592610  5590613  5585510  1011300  9707498  1038663
  1036501   877447   985742   922636  1011832  9396821  5587656   859026
  1073150  9527494  1074333   999779   893018   830935  1034405  1107553
   987562  1025535  1118533  1096036  9527160  1051323 12695224   863762
  1098694  1053690   891463   853998   893501  5981074  5569172   911502
   969945   951164  5590695   898869   983584  6979579   845208  1044078
  9527184   835300]","[923746, 868764, 5592610, 5590613, 5585510]"
1245,1640,"[ 911311  845193 1037751  951590 1010440 1133018  822517 1044078  918733
  844165  844179  965766 1129610 1070702  890695 1075470 1081189  843911
 1028715  989409 1113588 1070727 1126252 1068719 1139023  879734  842407
 1043920  995876  996009  983078  969687  833754  956284 1000753 1078741
  930666 1129049  874972 5568378  967144 1065593  974179  832678  912840
  884145 1031087 1019387  858302  865528]","[911311, 845193, 1037751, 951590, 1010440]"
1246,1642,"[  935968   879689  1076146   846760   896611  1135932  9677874  1012330
  1022984   870882  7144136  1003188   972235  7144131  1071939  8276172
   848029   828219   833025  1090701   846634  1068258  1127232  7410336
  1014458  9419528   909761   996955   946977  1020581  1137507  1130716
  8273950   897125  1044089  9676997   844179   863447   916122   971660
   874972  1031065 12810393   903111  6533878  1005911  9676866  6443332
   996458   945244]","[935968, 879689, 1076146, 846760, 896611]"
1247,1643,"[1126899  840361 1058997  916122  961554  960732  866211  913785 1060673
  944836  839656  857503 1081177  910109  872177 1017363 1003649  880427
 1055425 1134810  824305 1048352  867547 1070820  911454  867931  885710
 1121384  916993  989249  823721  878996  873887  897125 1062572  993466
 1060408  821556  854852 1070497 1131488  912451 1136257  962777  970202
  948832  965766  898068 1044805 1091520]","[1126899, 840361, 1058997, 916122, 961554]"
1248,1644,"[13842090   908283  7432861  1134161  1005186  9189814   866211  1117393
  5565322   892573  7167945   878996   964594  7025250   906262  6633273
   865555   825994  1119112  5591154  1018278 13842214  1007269   853622
   919596  1033214   940947   891648  1026755   929018 13512737  1102949
  1024731  5572828  1025628  1056964  1124128  6513604  1110843  1043787
  6904790   999581   847241   881249   878222  1112238  1095040 10285185
   961979   839162]","[13842090, 908283, 7432861, 1134161, 1005186]"
1249,1647,"[  878996  1024306   854852  1023720  1098248   866211  1105488   891954
   930118   933637   962568   986912   857006  1133018   840361   866871
   898958  1026118   891141   961554   901062  1042697  1022254   919681
  1037863  1076056   845208  1102949  1081177   910439   901666  1117514
  1051516  1010582   892862  9337581  9337369   965267   945662  1127179
   908531   890610  1058997   998444   862349   948670  1062002 10285144
  1005186  1027569]","[878996, 1024306, 854852, 1023720, 1098248]"
1250,1648,"[  866211   878996  1106523   934948  1127232  1085780   953180 12518330
  1068719  1068258  1014458  1112238   885290   847241   842707  1081177
  9526673  1115552   951590   849098   933729   964521   920112   867020
   919596  1089225   923746  1095040  1096317   825994   900697   933637
  1024731   972235   888835   892221  9420107  1074516   907128  1103752
  1010870  1135552   948832   845319   840361  1003188   880150   827271
  1117393  1133018]","[866211, 878996, 1106523, 934948, 1127232]"
1251,1649,"[  891426   988208   948832  1122358  1127232  1038985  1006187   866211
   879689  9884204  1086483  1068258  1085780   920112   857130  1007414
  1054814   933729  1080581  1127758  1131310  5591154   972143   890739
  6979089  9420337  1048383   978974   992985  1053058   969866  6979222
   822140   831557  1060408  1048472   939965  1041031  7410168  1015915
   907128  1015375   981716  1089225 12525256   846830  1003188   836445
  1006649  1120009]","[891426, 988208, 948832, 1122358, 1127232]"
1252,1650,"[  844179  1131438  1000753   871756  1044078   847982  9527290  5569230
  1092937   899624  1016800  8090521  6534030   910032  1050741   874972
   949965  1006184   861279 12949590  1070782  1043751  1004906  8090537
  5568378   823704  7025202 12810391  1133556   870547   965766 12262978
  8090536  8090532   923746   999714   856772   834631   908531  1110843
   882190  1056509   865456 12810393  9526410  1090931  1132771  1091365
  9245106   917033]","[844179, 1131438, 1000753, 871756, 1044078]"
1253,1651,"[ 1081177   840361   916122  1106523   951590   866211  1004906   960318
  5569230   989824   854852   927291   913785  8090537  1068719   945662
   965766  5568378  1133018  1044078   893018  1096036   845208   979707
   844165  8090521  1076056  1122358   944139  1042438  5585510  1134810
   961554   878996  1075313  6553737  5569327  1072523  1042697   923746
   960732   897954   873627  1023720  9420312   987562   902172  1053690
  1113588 13841744]","[1081177, 840361, 916122, 1106523, 951590]"
1254,1653,"[  866211   833940  1135552  8019977  1126899   948832  1048068  1137344
  1013167  1082212   839656  1138487  9419443   975633  5995129  1017363
  1096458   980860  1131382   829001 10456152   877210  7464370  1116096
   857503   911454  5569376   825994   854405   990656   936914   865156
   867931  1043494   909268  6633273   867020  7025326   840361   842707
   961554  1079023   952698   857736   964521   953243  1059347   871680
  1058997   994223]","[866211, 833940, 1135552, 8019977, 1126899]"
1255,1654,"[ 1012284  5569230  1118946  1053690  1102959   921345  9337369   941741
  5569471  1036139  5569327   941183  9337581  1076875   908531  1046584
  5568378   890695   955075   931671   943233  1051626  1135468 12673243
   858302  9527494  1065593  1113588  1089766   944139  1010440   998536
  5568721   933835   864335   886481  1092026  1123720   880888   968687
   893501  1130777  1078741  1039156  1048440  1110572   987562  9527160
   957951   904375]","[1012284, 5569230, 1118946, 1053690, 1102959]"
1256,1656,"[ 987562 1039156  845193 1103629 1081177 1081189  890695  822517 1093413
  951590 1076056  846823 7155863  845208 1123035 1065593  910673  953561
 1068719 1133018 1011141  878445 1002558  843911  911614 1072523 1074499
  910095  911311  916122 1104649 1013928  979707  933835  912840 1084331
 1116476  910473  907128 1109778  897306 1049788  960318  941939  909894
 1070727  895930  969866  967395 1037863]","[987562, 1039156, 845193, 1103629, 1081177]"
1257,1657,"[  840361   916122  1004906   844179  1106523  1081177  1044078  1068719
   854852  1133018   979707   999858   880150   913785   878996   866211
  1020581   961554  1101173   833025 12810393   914190   897954   965766
   923746   899624  1136257 12301109   985999   873178   940766   962568
   859075  1082544  1033403 12301100   995896  1044188   944534   865178
   827919  5569230  1049788   937292  1042907   845208   819927   848029
  1024731  1057377]","[840361, 916122, 1004906, 844179, 1106523]"
1258,1658,"[ 847982  923746  840361  871756  909894  890610 1004906 1096036 1044078
  965766  844165 1023958 1133018  908531 1068719  893018  844179  860975
  859075 9527494 9526410  856772 1092937 1081177 1019883 1006184  913785
  832678  988693 1047619  896369 1079048 9527290 1038217 1114604  845208
 1094955  928049  827683  962568  915874 1086806 1092149 1030362 1124029
 9337581  917654 5592931 1005186 1131344]","[847982, 923746, 840361, 871756, 909894]"
1259,1659,"[1136257  916122 1053690  840361  961554  987562  914190 1071939  848319
 1134810  854852 5585701  897125 1034686  829852  903325 1068719 1075368
 1004906 5569230  826144 1081177 5591814  885406  995628 1106064  901062
  893501  859075  903350 1076875 9396821  833025 1106523 1026118  849505
  927658  985999  963502  913785  904422 5568228 1046262  859592  985889
  908531 1117514 1009449  970030 1035843]","[1136257, 916122, 1053690, 840361, 961554]"
1260,1660,"[ 909894  907128 1081189  882109  969866 1127758 1005186  878996  919589
  889731  938849  838369 1121059 1039081  956486  866211  954077 1081177
  826272  927291 1103629  835595  863208  933637 1121624  860975 1023958
 1096036  885463 1025611  913785  835004  846823 8180927 1092149 1037863
 1133018 1040927  845109  885290  841228 1043766 1127179 1131344  845208
 1082310  999104  848970  969205  836445]","[909894, 907128, 1081189, 882109, 969866]"
1261,1661,"[ 1098248   833724  9527558  1075074   961021   916993  1058997  1023720
   961554  1024306   878996   842769   901062   862349   867469  9836434
  1105488  1019643  6979526  7025106 13007846  1102949   962568   895655
  1076187   875696  1055737  1055658   856435  8358383   891954  1066725
   898958   866211  1108844  1054539 10456226   906017   836758   854852
  1080989  1055425 12263841 12263279   850058   822225  1072693   931579
  1062002   996114]","[1098248, 833724, 9527558, 1075074, 961021]"
1262,1662,"[  824005  1028816  1046262  1081177  1026118   923746   845208   918368
  1106523   916122   848071   825749  5585510   970030   987724   944137
   840361   969945  1137688  1051516  1044078  1118623  1080853  1116821
   828935   866211   881608  1049788   819308  1133018  1136257   970202
  6034857  1104027   870927   835300  8293447  1054483   932503  1076056
   851287  1119761   903325  9526313   831888   951412 10180324   831628
  1023720  9420286]","[824005, 1028816, 1046262, 1081177, 1026118]"
1263,1663,"[  844179  1044078  1004906   916122 12810393   944534  1038217   840361
  1081177   999858  1135258   833025  1020581  5592931   899624   897954
  1128240  1133018  8065410   979707   987562   996028   987724   918368
 12301100  1113111  1053690   917816  1098927  1070702  1068719  1043590
  1136257  8091550   913785   854852   962568 12384365  9245106  1069621
  1101173   859075   935284  1123842  1071939  1048361   831628  1119761
  1049788  1130858]","[844179, 1044078, 1004906, 916122, 12810393]"
1264,1664,"[  916122  1106523  1004906  1081177   866211   844179   989824   927291
   840361  1044805  1068719  1053875  1015785  1075313   930917 12810393
   933637   902094   873627   913785 12811532  1042438  1044078   961554
  9553288   965766  1113274   903233  1133018   851129  1101173   825749
  1135552  1127179   951590   917816  1070272   865174  5583751  1119761
   907625   857503   952972   981521   951190  1065593  5585510  6553737
   979707   967395]","[916122, 1106523, 1004906, 1081177, 866211]"
1265,1665,"[  898847   961554   896085  1082212   988835   858439  1013895  1060408
  1098910   990984  1101567  1075214  1131488  1046839   985622  1035842
  1056427   971585  1084203 10150194   995598  1036852   986021  1115553
 10149640  1132789   832768  6391534   891516  1060673  1058068   840227
  1108963   849003   851865  1096290   860703   903233  1024306  8091601
   866211  1031892  1078652   916122   954673   856360  1127328  9677370
 10456613   993592]","[898847, 961554, 896085, 1082212, 988835]"
1266,1666,"[ 1037863   854852  1022254   845208   878996   984715  1068830  1133018
  1081177  1004906   857006   962568   840361  1004390   923746   944534
   911162 12731544  1023720  1024306   850925  1069621   895166  1064443
   998556   919681   919158   934639  1102949  1120362  1037337   977545
   939636   831517   871756  8357613   979707  1087411  1005186  1008316
   870428  1062572   913785   841228   986912 12731714 12731685  1109778
   891954  5587938]","[1037863, 854852, 1022254, 845208, 878996]"
1267,1667,"[  967144  1006184   840361   916122   844179   874972  1005186   854852
   926206   956284  5995101  1031087  1081177  5995177  1070702  1037751
   996009   979707   961554  1094562   863447   999858  1004906   995965
  1028715   847982  1125382   940947   923670  1129610   912860  1138677
  1068719  1007512  1110843   923746  5582712  1044089 12262830   903233
   842249   835098   924834   824005  1139023   878996   895295   829621
  1070076  1007136]","[967144, 1006184, 840361, 916122, 844179]"
